id,name,type,production,year,sex,birth,ethnicity,frequency
LoveInParis,Love in Paris,0,5,2,99,99,99,99
LoveIsAllThereIs,Love is all there is,0,5,2,99,99,99,99
LoveIsTheDrug,Love Is the Drug,0,5,3,99,99,99,99
Lovekvinnen,Løvekvinnen,0,5,4,99,99,99,99
LoveLivesOn,Love Lives On,0,5,1,99,99,99,99
Lovemakers,Lovemakers,0,5,4,99,99,99,99
LoveObject,Love Object,0,5,3,99,99,99,99
LoverGirl,Lover Girl ,0,5,2,99,99,99,99
LovesKitchen,Loves Kitchen,0,5,4,99,99,99,99
Lovesong,Lovesong,0,5,4,99,99,99,99
LowCost,Low Cost,0,5,4,99,99,99,99
LowDown,Low Down,0,5,4,99,99,99,99
LowFidelity,Low Fidelity,0,5,4,99,99,99,99
Luck,Luck,0,5,3,99,99,99,99
LuluOnTheBridge,Lulu on the Bridge,0,5,2,99,99,99,99
LuminousMation,Luminous Motion,0,5,2,99,99,99,99
MacGyverTrailToDoomsday,MacGyver: Trail to Doomsday,0,4,2,99,99,99,99
Machete,Machete,0,5,4,99,99,99,99
MadCity,Mad City,0,5,2,99,99,99,99
MadDogAndGlory,Mad Dog and Glory,0,3,2,99,99,99,99
MadDogTime,Mad Dog Time,0,5,2,99,99,99,99
MadeInCanada,Made in Canada,0,5,2,99,99,99,99
MaFemmeSappelleMaurice,Ma femme... s'appelle Maurice,0,5,3,99,99,99,99
Magicians,Magicians,0,3,3,99,99,99,99
MaigretsDeadMan,Maigret's Dead Man,0,5,4,99,99,99,99
MakePovertyHistory,Make Poverty History,0,5,4,99,99,99,99
Maleficent,Maleficent,0,5,4,99,99,99,99
Malice,Malice,0,5,2,99,99,99,99
Mallrats,Mallrats,0,5,2,99,99,99,99
MaltheNatassia,Natassia Malthe,1,99,99,1,3,5,2
MaMere,Ma mère,0,5,3,99,99,99,99
ManiacCop3BadgeOfSilence,Maniac Cop 3: Badge of Silence,0,5,2,99,99,99,99
ManOfHerDreams,Man of Her Dreams,0,5,2,99,99,99,99
MarguliesJulianna,Julianna Margulies,1,99,99,1,2,7,2
MarieAntoinette,Marie Antoinette,0,5,3,99,99,99,99
MarieLouiseOuLaPermission,Marie-Louise ou la permission,0,5,2,99,99,99,99
MarilynMansonComaWhite,Marilyn Manson: Coma White,0,5,2,99,99,99,99
MarlingBrit,Brit Marling,1,99,99,1,4,7,1
MARRA,MARRA,0,5,4,99,99,99,99
MarshallTheMiracleDog,Marshall the Miracle Dog,0,5,4,99,99,99,99
Marvelous,Marvelous,0,5,3,99,99,99,99
Mascara,Mascara,0,5,2,99,99,99,99
Masque,Masque,0,5,4,99,99,99,99
MasseSarahAnn,Sarah Ann Masse,1,99,99,1,99,2,1
MatthauAshley,Ashley Matthau,1,99,99,1,99,7,2
MauvaisePasse,Mauvaise passe,0,5,2,99,99,99,99
MaximumRisk,Maximum Risk,0,5,2,99,99,99,99
MaximUncoveredVol2,Maxim Uncovered! Vol. 2,0,5,3,99,99,99,99
MayaDardel,Maya Dardel,0,5,4,99,99,99,99
Mayo,Mayo,0,5,3,99,99,99,99
McGowanRose,Rose McGowan,1,99,99,1,3,3,3
MeanQueen,Mean Queen,0,5,4,99,99,99,99
MeetJoeBlack,Meet Joe Black,0,3,2,99,99,99,99
MemoirsOfAnInvisibleMan,Memoirs of an Invisible Man,0,5,2,99,99,99,99
MeMyselfAndIrene,"Me, Myself & Irene",0,5,3,99,99,99,99
Men,Men,0,5,2,99,99,99,99
MendozaNatalie,Natalie Mendoza,1,99,99,1,3,7,2
MesCopines,Mes Copines ,0,5,3,99,99,99,99
MidnightInParis,Midnight in Paris,0,5,4,99,99,99,99
MightyAphrodite,Mighty Aphrodite,0,1,2,99,99,99,99
Milady,Milady,0,5,3,99,99,99,99
MilleBornes,Mille bornes,0,5,2,99,99,99,99
MiltonsSecret,Milton's Secret,0,5,4,99,99,99,99
Mimic,Mimic,0,1,2,99,99,99,99
Mirage,Mirage,0,5,2,99,99,99,99
Misbegotten,Misbegotten,0,5,2,99,99,99,99
MissConception,Miss Conception,0,5,3,99,99,99,99
MissionImpossibleGhostProtocol,Mission Impossible Ghost Protocol,0,4,4,99,99,99,99
MissionToMars,Mission to Mars,0,5,3,99,99,99,99
MissPeregrinesHomeForPeculiarChildren,Miss Peregrines Home for Peculiar Children,0,5,4,99,99,99,99
MisteriosDeLisboa,Misterios de Lisboa,0,5,4,99,99,99,99
MiVidaLoca,Mi Vida Loca,0,5,2,99,99,99,99
MobHanded,Mob Handed,0,5,4,99,99,99,99
MobsterMortgage,Mobster Mortgage,0,5,4,99,99,99,99
MockingbirdDontSing,Mockingbird don´t Sing,0,5,3,99,99,99,99
ModelByDay,Model by Day,0,5,2,99,99,99,99
MojaveMoon,Mojave Moon,0,5,2,99,99,99,99
Molly,Molly,0,5,2,99,99,99,99
Mondialito,Mondialito,0,5,3,99,99,99,99
MondoTaurobolium,Mondo Taurobolium,0,5,4,99,99,99,99
Monkeybone,Monkeybone,0,5,3,99,99,99,99
MonsieurNaphtali,Monsieur Naphtali,0,5,2,99,99,99,99
MoonlightAndValentino,Moonlight and Valentino,0,5,2,99,99,99,99
Mortdecai,Mortdecai,0,5,4,99,99,99,99
MotelBlue,Motel Blue,0,5,2,99,99,99,99
Motherhood,Motherhood,0,5,3,99,99,99,99
MothersAndDaughters,Mothers and Daughters,0,5,4,99,99,99,99
MoulinRouge,Moulin Rouge!,0,5,3,99,99,99,99
Movie43,Movie 43,0,5,4,99,99,99,99
MrAndMrsSmith,Mr. & Mrs. Smith,0,5,3,99,99,99,99
MrBeansHoliday,Mr. Bean's Holiday,0,3,3,99,99,99,99
MrBlueSky,Mr. Blue Sky,0,5,3,99,99,99,99
MrJealousy,Mr Jealousy,0,5,2,99,99,99,99
MrNobody,Mr. Nobody,0,5,3,99,99,99,99
MrsDalloway,Mrs Dalloway,0,5,2,99,99,99,99
MrsParkerAndTheViciousCircle,Mrs. Parker and the Vicious Circle,0,1,2,99,99,99,99
MrWonderful,Mr. Wonderful,0,5,2,99,99,99,99
MrWoodcock,Mr. Woodcock,0,5,3,99,99,99,99
MuchAdoAboutNothing,Much Ado About Nothing,0,5,2,99,99,99,99
Muggers,Muggers,0,5,3,99,99,99,99
MuggerWithAHeart,Mugger with a Heart,0,5,4,99,99,99,99
MultipleSarcasms,Multiple Sarcasms,0,5,4,99,99,99,99
MuppetsMostWanted,Muppets Most Wanted,0,5,4,99,99,99,99
MurderInTheFirst,Murder in the First,0,5,2,99,99,99,99
MurderRoom,Murder Room,0,5,4,99,99,99,99
MyFavoriteMartian,My Favorite Martian,0,5,2,99,99,99,99
MyLifeWithoutMe,My Life Without Me,0,5,3,99,99,99,99
MyManIsALoser,My Man Is a Loser,0,5,4,99,99,99,99
MyPerfectRomance,My Perfect Romance,0,5,4,99,99,99,99
MysteryMen,Mystery Men,0,3,2,99,99,99,99
MySuicidalSweetheart,My Suicidal Sweetheart,0,5,3,99,99,99,99
MySummerPrince,My Summer Prince,0,5,4,99,99,99,99
MySuperExGirlfriend,My Super Ex Girlfriend,0,5,3,99,99,99,99
MyTripBackToTheDarkSide,My Trip back to the Dark Side,0,5,4,99,99,99,99
MyZincBed,My Zinc Bed,0,5,3,99,99,99,99
NailPolish,Nail Polish,0,5,3,99,99,99,99
NakedJosh,Naked Josh,0,5,3,99,99,99,99
NarcissisticNora,Narcissistic Nora,0,5,4,99,99,99,99
Nativity2DangerInTheManger,Nativity 2: Danger in the Manger!,0,5,4,99,99,99,99
NativityRocks,Nativity Rocks!,0,5,4,99,99,99,99
NaturalBornKillers,Natural Born Killers,0,5,2,99,99,99,99
NatureIsSpeaking,Nature Is Speaking,0,5,4,99,99,99,99
NealCassady,Neal Cassady,0,5,3,99,99,99,99
NeoNed,Neo Ned,0,5,3,99,99,99,99
NewBestFriend,New Best Friend,0,5,3,99,99,99,99
NewRoseHotel ,New Rose Hotel,0,5,2,99,99,99,99
NewSuit,New Suit,0,5,3,99,99,99,99
NewYorkStories,New York Stories,0,5,1,99,99,99,99
NewYorkUndercoverCop,New York Undercover Cop,0,5,2,99,99,99,99
Next,Next,0,4,3,99,99,99,99
NicholasKirkwoodResistance,Nicholas Kirkwood: Resistance,0,5,4,99,99,99,99
NicholasNickleby,Nicholas Nickleby,0,5,3,99,99,99,99
NielsenConnie,Connie Nielsen,1,99,99,1,2,2,2
NightClass,Night Class,0,5,3,99,99,99,99
NightHeat,Night Heat,0,5,1,99,99,99,99
NightTrainToMurder,Night Train to Murder,0,5,1,99,99,99,99
NipTuck,Nip/Tuck,0,5,3,99,99,99,99
NobleKadian,Kadian Noble,1,99,99,1,3,6,1
NobodysFool,Nobody's Fool,0,5,1,99,99,99,99
Noel,Noel,0,5,3,99,99,99,99
Noise,Noise,0,5,3,99,99,99,99
NoLeftovers,No Leftovers,0,5,4,99,99,99,99
NoLookingBack,No Looking Back,0,5,2,99,99,99,99
Nomis,Nomis,0,5,4,99,99,99,99
NonStop,Non-Stop,0,5,4,99,99,99,99
NoOneWouldTell,No One Would Tell,0,5,4,99,99,99,99
NormaJeanAndMarilyn,Norma Jean and Marilyn,0,5,2,99,99,99,99
NormalLife,Normal Life,0,5,2,99,99,99,99
NorthernLights,Northern Lights,0,5,3,99,99,99,99
Northfork,Northfork,0,4,3,99,99,99,99
NoSuchThing,No Such Thing,0,5,3,99,99,99,99
NotAnotherTeenMovie,Not Another Teen Movie,0,5,3,99,99,99,99
NotForgotten,Not Forgotten,0,5,3,99,99,99,99
NothingButTheTruth,Nothing But the Truth,0,5,3,99,99,99,99
NovelRomance,Novel Romance,0,5,3,99,99,99,99
NowAndForever,Now & Forever,0,5,3,99,99,99,99
NoWayOut,No Way Out,0,5,1,99,99,99,99
Nowhere,Nowhere,0,5,2,99,99,99,99
NowhereSafe,Nowhere Safe,0,5,4,99,99,99,99
NowhereToHide,Nowhere to Hide,0,4,2,99,99,99,99
NowhereToRun,Nowhere to Run,0,5,2,99,99,99,99
Nurse3D,Nurse 3-D,0,5,4,99,99,99,99
Nymphomaniac,Nymphomaniac,0,5,4,99,99,99,99
NymphomaniacVol1,Nymphomaniac: Vol. 1,0,5,4,99,99,99,99
NymphomaniacVol2,Nymphomaniac: Vol. 2,0,5,4,99,99,99,99
NyongoLupita,Lupita Nyong’o,1,99,99,1,4,6,1
OctavioIsDead,Octavio is Dead!,0,5,4,99,99,99,99
OffendingAngels,Offending Angels,0,5,3,99,99,99,99
OffTheWall,Off the Wall,0,5,1,99,99,99,99
OkavangoTheWildFrontier,Okavango: The Wild Frontier,0,5,2,99,99,99,99
Oldboy,Oldboy,0,5,4,99,99,99,99
Ole,Ole,0,5,3,99,99,99,99
OliverTwist,Oliver Twist,0,5,1,99,99,99,99
OlympusHasFallen,Olympus Has Fallen,0,5,4,99,99,99,99
OnceInTheLife,Once In The Life,0,5,3,99,99,99,99
OnceUponACrime,Once Upon a Crime,0,5,2,99,99,99,99
OnceUponATime,Once Upon a Time,0,5,4,99,99,99,99
OnceUponATimeInMexico,Once Upon a Time in Mexico,0,5,3,99,99,99,99
OneAgainstTheWind,One Against the Wind,0,5,2,99,99,99,99
OneCooksTheOtherDoesnt,"One Cooks, the Other Doesn't",0,5,1,99,99,99,99
OneDay,One Day,0,5,4,99,99,99,99
Onegin,Onegin,0,5,2,99,99,99,99
OneHourPhoto,One Hour Photo,0,5,3,99,99,99,99
OneMagicChristmas,One Magic Christmas,0,5,1,99,99,99,99
OriginalSin,Original Sin,0,5,3,99,99,99,99
OurFriendMartin,"Our Friend, Martin",0,5,2,99,99,99,99
OurSonTheMatchmaker,"Our Son, the Matchmaker",0,5,2,99,99,99,99
OutForJustice,Out for Justice,0,5,2,99,99,99,99
OutOfBalance,Out of Balance,0,5,3,99,99,99,99
OutOfControl,Out of Control,0,5,2,99,99,99,99
OutOfTheCold,Out of the Cold,0,5,2,99,99,99,99
OxfordProfessor,Oxford Professor,0,5,4,99,99,99,99
Paddington2,Paddington 2,0,5,4,99,99,99,99
PalmersPickUp,Palmer's Pick-Up,0,5,2,99,99,99,99
PalombellaRossa,Palombella Rossa,0,5,1,99,99,99,99
PaltrowGwyneth,Gwyneth Paltrow,1,99,99,1,3,7,3
Pan,Pan,0,5,4,99,99,99,99
Papa,Papa,0,5,3,99,99,99,99
PapaHemingwayInCuba,Papa Hemingway in Cuba,0,5,4,99,99,99,99
PaperDolls,Paper Dolls,0,5,1,99,99,99,99
PaperTowns,Paper Towns,0,5,4,99,99,99,99
ParadiseRoad,Paradise Road,0,5,2,99,99,99,99
ParallelLives,Parallel Lives,0,5,2,99,99,99,99
Parasomnia,Parasomnia,0,5,3,99,99,99,99
ParisSeveille,Paris s'éveille,0,5,2,99,99,99,99
ParlezMoiDamour,Parlez moi d amour,0,5,3,99,99,99,99
ParOutesRentreOnTaPasVuSortir,Par où t'es rentré? On t'a pas vu sortir,0,5,1,99,99,99,99
PartyMonster,Party Monster,0,5,3,99,99,99,99
PashmyDream,Pashmy Dreams,0,5,3,99,99,99,99
PaulyShoreIsDead,Pauly Shore Is Dead,0,5,3,99,99,99,99
Pavement,Pavement,0,5,3,99,99,99,99
Payback,Payback,0,5,3,99,99,99,99
PeaceLoveAndMisunderstanding,"Pace, Love & Misunderstanding",0,5,4,99,99,99,99
PearlHarbor,Pearl Harbor,0,5,3,99,99,99,99
PercyJacksonAndTheOlympiansTheLightningThief,Percy Jackson & the Olympians: The Lightning Thief,0,5,4,99,99,99,99
PerdiamociDiVista,Perdiamoci di vista,0,5,2,99,99,99,99
Perfect,Perfect,0,5,3,99,99,99,99
PerfectSense,Perfect Sense,0,5,4,99,99,99,99
PerfectSisters,Perfect Sisters,0,5,4,99,99,99,99
PermanentMidnight,Permanent Midnight,0,5,2,99,99,99,99
PeteSmallsIsDead,Pete Smalls Is Dead,0,5,4,99,99,99,99
PetitTailleur,Petit tailleur,0,5,4,99,99,99,99
PhantomOfTheMegaplex,Phantom of the Megaplex,0,5,3,99,99,99,99
Phantoms,Phantoms,0,1,2,99,99,99,99
Pigeonholed,Pigeonholed,0,5,2,99,99,99,99
PinchMe,Pinch Me,0,5,4,99,99,99,99
PinochetInSuburbia,Pinochet in Suburbia,0,5,3,99,99,99,99
PlanetTerror,Planet Terror,0,5,3,99,99,99,99
PlayingByHeart,Playing By Heart,0,1,2,99,99,99,99
PlayingForKeeps,Playing for Keeps,0,5,4,99,99,99,99
PlayingGod,Playing God,0,5,2,99,99,99,99
PleinSud,Plein sud,0,5,3,99,99,99,99
PointDoom,Point Doom,0,5,3,99,99,99,99
PointDume,Point Dume,0,5,2,99,99,99,99
Poison,Poison,0,5,3,99,99,99,99
PoliceAcademyMissionToMoscow,Police Academy: Mission to Moscow,0,5,2,99,99,99,99
PoliceState,Police State,0,5,4,99,99,99,99
PoliteSex,Polite Sex,0,5,4,99,99,99,99
PoliticalDisasters,Political Disasters,0,5,3,99,99,99,99
PolleySarah,Sarah Polley,1,99,99,1,3,7,2
PoorWhiteTrash,Poor White Trash,0,5,3,99,99,99,99
Possession,Possession,0,5,3,99,99,99,99
Posthumous,Posthumous,0,5,4,99,99,99,99
Potiche,Potiche,0,5,4,99,99,99,99
PourUneVieOuDeux,Pour une vie ou deux,0,5,2,99,99,99,99
PowerAndBeauty,Power and Beauty,0,5,3,99,99,99,99
PreciousCargo,Precious Cargo,0,5,4,99,99,99,99
Prettykill,Prettykill,0,5,1,99,99,99,99
PrideAndPrejudiceAndZombies,Pride and Prejudice and Zombies,0,5,4,99,99,99,99
Prime,Prime,0,5,3,99,99,99,99
PrinceOfJutland,Prince of Jutland,0,5,2,99,99,99,99
Princesses,Princesses,0,5,3,99,99,99,99
ProjectX,Project X,0,5,4,99,99,99,99
PromisedAMiracle,Promised a Miracle,0,5,1,99,99,99,99
Proof,Proof,0,1,3,99,99,99,99
PudseyTheDogTheMovie,Pudsey the Dog: The Movie,0,5,4,99,99,99,99
PulpFiction,Pulp Fiction ,0,1,2,99,99,99,99
Pumpkin,Pumpkin,0,5,3,99,99,99,99
Pure,Pure,0,5,3,99,99,99,99
PushingTin,Pushing Tin,0,5,2,99,99,99,99
PussInBoots,Puss in Boots,0,5,4,99,99,99,99
QueenOfKatwe,Queen of Katwe,0,5,4,99,99,99,99
Quicksand,Quicksand,0,5,3,99,99,99,99
Quitters,Quitters,0,5,4,99,99,99,99
QuizShow,Quiz Show ,0,5,2,99,99,99,99
R,R,0,5,3,99,99,99,99
RainbowsEnd,Rainbow's End,0,5,4,99,99,99,99
RaisingFlagg,Raising Flagg,0,5,3,99,99,99,99
Ramona,Ramona,0,5,1,99,99,99,99
RandomEncounters,Random Encounters,0,5,4,99,99,99,99
Ravers,Ravers,0,5,4,99,99,99,99
RawFootage,Raw Footage,0,5,3,99,99,99,99
ReadyToRumble,Ready to Rumble,0,5,3,99,99,99,99
RealDetective,Real Detective,0,5,4,99,99,99,99
RearWindow,Rear Window,0,5,2,99,99,99,99
Reckless,Reckless,0,5,1,99,99,99,99
RecklessJulietsTheMinisodes,Reckless Juliets: The Minisodes,0,5,4,99,99,99,99
RedRover,Red Rover,0,5,3,99,99,99,99
RedWineGoesWithEverything,Red Wine goes with Everything,0,5,4,99,99,99,99
ReluctantWitness,Reluctant Witness,0,5,4,99,99,99,99
Rent,Rent,0,5,3,99,99,99,99
RepoChick,Repo Chick,0,5,3,99,99,99,99
RescuersStoryOfCourageTwoFamilies,Rescuers: Story of Courage: Two Families,0,4,2,99,99,99,99
RescuingDesire,Rescuing Desire,0,5,2,99,99,99,99
ReservationRoad,Reservation Road,0,5,3,99,99,99,99
ResidentEvilApocalypse,Resident Evil: Apocalypse,0,5,3,99,99,99,99
RestonsGroupes,Restons groupés,0,5,2,99,99,99,99
ReturnToSender,Return to Sender,0,5,3,99,99,99,99
ReturnToZero,Return to Zero,0,5,4,99,99,99,99
Reunion,Reunion,0,5,3,99,99,99,99
ReversalOfFortune,Reversal of Fortune,0,5,2,99,99,99,99
Rewind,Rewind,0,5,2,99,99,99,99
Rick,Rick,0,5,3,99,99,99,99
Riders,Riders,0,5,3,99,99,99,99
Ridicule,Ridicule,0,5,2,99,99,99,99
RidingInCarsWithBoys,Riding in Cars with Boys,0,5,3,99,99,99,99
RienDansLesPoches,Rien dans les poches,0,5,3,99,99,99,99
RiotOnRedchurchStreet,Riot on Redchurch Street,0,5,4,99,99,99,99
RipleysGame,Ripleys Game,0,5,3,99,99,99,99
RipleyUnderGround,Ripley Under Ground,0,5,3,99,99,99,99
RipTide,Rip Tide,0,5,4,99,99,99,99
Roadracers,Roadracers,0,5,2,99,99,99,99
RoadToAvonlea,Road to Avonlea,0,5,2,99,99,99,99
RobinAndBatman,Robin and Batman,0,5,2,99,99,99,99
RobinHood,Robin Hood,0,3,4,99,99,99,99
RobinsonCrusoe,Robinson Crusoe,0,1,2,99,99,99,99
RockstarParents,Rockstar Parents,0,5,4,99,99,99,99
Roho,Roho,0,5,3,99,99,99,99
RomeoIsBleeding,Romeo Is Bleeding,0,5,2,99,99,99,99
RomyAndMichelesHighSchoolReunion,Romy and Micheles High School Reunion,0,5,2,99,99,99,99
Ropewalk,Ropewalk,0,5,3,99,99,99,99
RoseMcGowanRM486,Rose McGowan: RM486,0,5,4,99,99,99,99
RosenbaumErika,Erika Rosenbaum,1,99,99,1,3,7,1
RosesACredit,Roses a credit,0,5,4,99,99,99,99
RosewoodLane,Rosewood Lane,0,5,4,99,99,99,99
RoughAirDangerOnFlight534,Rough Air: Danger on Flight 534,0,5,3,99,99,99,99
Roxanne,Roxanne,0,5,1,99,99,99,99
RoyalStandard,Royal Standard,0,5,2,99,99,99,99
RubenGuthrie,Ruben Guthrie,0,5,4,99,99,99,99
RubyInParadise,Ruby in Paradise,0,5,2,99,99,99,99
RunningRed,Running Red,0,5,2,99,99,99,99
RunningWithScissors,Running with Scissors,0,5,3,99,99,99,99
RunToMe,Run to Me,0,5,4,99,99,99,99
Rushmore,Rushmore,0,5,2,99,99,99,99
RushOfFear,Rush of Fear,0,5,3,99,99,99,99
Ruth,Ruth,0,5,4,99,99,99,99
Sabrina,Sabrina,0,5,2,99,99,99,99
SagemillerMelissa,Melissa Sagemiller,1,99,99,1,3,7,2
SaintLaurent,Saint Laurent ,0,5,4,99,99,99,99
Salt,Salt,0,5,4,99,99,99,99
Salvation,Salvation,0,5,4,99,99,99,99
SamTheMan,Sam the Man,0,5,3,99,99,99,99
SandyWexler,Sandy Wexler,0,5,4,99,99,99,99
SansLaisserDeTraces,Sans laisser de traces,0,5,4,99,99,99,99
SansPlomb,Sans plomb,0,5,3,99,99,99,99
SantaJr,"Santa, Jr.",0,5,3,99,99,99,99
SantasFangirl,Santa's Fangirl,0,5,4,99,99,99,99
Saturn,Saturn,0,5,2,99,99,99,99
Savages,Savages,0,5,4,99,99,99,99
SaveAngelHope,Save Angel Hope,0,5,3,99,99,99,99
SaveMe,Save Me,0,5,2,99,99,99,99
Saw3D,Saw 3D,0,5,4,99,99,99,99
Saw6,Saw 6,0,5,3,99,99,99,99
Scarface,Scarface,0,3,1,99,99,99,99
ScarletDiva,Scarlet Diva,0,5,3,99,99,99,99
SchoolForSeduction,School for Seduction,0,5,3,99,99,99,99
SciorraAnnabella,Annabella Sciorra,1,99,99,1,1,7,2
Scoop,Scoop,0,5,3,99,99,99,99
Scream,Scream,0,5,2,99,99,99,99
ScreamOfTheBanshee,Scream of the Banshee,0,5,4,99,99,99,99
ScreenTwo,Screen Two,0,5,1,99,99,99,99
Scruples,Scruples,0,5,4,99,99,99,99
Se7en,Se7en,0,5,2,99,99,99,99
SearchAndDestroy,Search and Destroy,0,5,2,99,99,99,99
SearchingForSonny,Searching for Sonny,0,5,4,99,99,99,99
SecondBest,Second Best,0,5,2,99,99,99,99
SecondSkin,Second Skin,0,5,3,99,99,99,99
SecretCutting,Secret Cutting,0,5,3,99,99,99,99
Seed,Seed,0,5,2,99,99,99,99
SemanaSanta,Semana Santa,0,5,3,99,99,99,99
SendNoFlowers,Send No Flowers,0,5,4,99,99,99,99
SeptembersOfShiraz,Septembers of Shiraz,0,5,4,99,99,99,99
Serendipity,Serendipity,0,1,3,99,99,99,99
SeriouslyWeird,Seriously Weird,0,5,3,99,99,99,99
SevenMinutesInHeaven,Seven Minutes in Heaven,0,5,1,99,99,99,99
SexAndDeath101,Sex and Death 101,0,5,3,99,99,99,99
SeydouxLea,Lea Seydoux ,1,99,99,1,4,2,2
ShakespeareanRapStory,Shakespearean Rap Story,0,5,4,99,99,99,99
ShakespeareInLove,Shakespeare in Love,0,1,2,99,99,99,99
ShallowHal,Shallow Hal,0,5,3,99,99,99,99
ShannonsRainbow,Shannons Rainbow,0,5,3,99,99,99,99
SharkSwarm,Shark Swarm,0,5,3,99,99,99,99
SharkTale,Shark Tale,0,5,3,99,99,99,99
ShaunOfTheDead,Shaun of the Dead,0,5,3,99,99,99,99
Shongram,Shongram,0,5,4,99,99,99,99
ShootingFish,Shooting Fish,0,5,2,99,99,99,99
ShortOrder,Short Order,0,5,3,99,99,99,99
ShouldveBeenRomeo,Shouldve Been Romeo,0,5,4,99,99,99,99
Shout,Shout,0,3,2,99,99,99,99
Shuga,Shuga,0,5,4,99,99,99,99
Siblings,Siblings,0,5,3,99,99,99,99
SicilianVampire,Sicilian Vampire,0,5,4,99,99,99,99
SiebelJennifer,Jennifer Siebel,1,99,99,1,3,7,1
Silverado,Silverado,0,5,1,99,99,99,99
SilverCity,Silver City,0,5,3,99,99,99,99
SimonBirch,Simon Birch,0,5,2,99,99,99,99
SinCity2ADameToKillFor,Sin City 2: A Dame to Kill for,0,5,4,99,99,99,99
SketchArtist,Sketch Artist,0,5,2,99,99,99,99
SkidmoreChelsea,Chelsea Skidmore,1,99,99,1,99,99,1
SkinTraffik,Skin Traffik,0,5,4,99,99,99,99
Skinwalkers,Skinwalkers,0,5,3,99,99,99,99
SkyCaptainAndTheWorldOfTomorrow,Sky Captain and the World of Tomorrow,0,4,3,99,99,99,99
Slave,Slave,0,5,3,99,99,99,99
SlavInLA,#SlavInLA,0,5,4,99,99,99,99
SleepingBeauties,Sleeping Beauties,0,5,2,99,99,99,99
SlidingDoors,Sliding Doors,0,1,2,99,99,99,99
SlingsAndArrows,Slings and Arrows,0,5,3,99,99,99,99
Slingshot,Slingshot,0,5,3,99,99,99,99
SlutWomenVMen,Slut! Women v Men,0,5,4,99,99,99,99
Smitty,Smitty,0,5,4,99,99,99,99
Smoke,Smoke,0,1,2,99,99,99,99
SnakesOnAPlane,Snakes on a Plane,0,5,3,99,99,99,99
SnowAngels,Snow Angels,0,5,3,99,99,99,99
SOB,S.O.B.,0,5,1,99,99,99,99
SocialNightmare,Social Nightmare,0,5,4,99,99,99,99
SoloPerDirtiAddio,Solo per dirti addio,0,5,2,99,99,99,99
SomeKindOfBeautiful,Some Kind of Beautiful,0,5,4,99,99,99,99
SomeoneLikeYou,Someone Like You...,0,5,3,99,99,99,99
SomethingsGottaGive,Somethings Gotta Give,0,5,3,99,99,99,99
SomewhereOnlyWeKnow,Somewhere Only We Know,0,5,4,99,99,99,99
Songbird,Songbird,0,5,4,99,99,99,99
SonOfRambow,Son of Rambow,0,5,3,99,99,99,99
Sons,Sons,0,5,1,99,99,99,99
SororityBoys,Sorority Boys,0,5,3,99,99,99,99
SorvinoMira,Mira Sorvino,1,99,99,1,2,7,3
SoulSurvivors,Soul Survivors ,0,5,3,99,99,99,99
SoundOfMyVoice,Sound of My Voice,0,5,4,99,99,99,99
Southie,Southie,0,5,2,99,99,99,99
SouthKensington,South Kensington,0,5,3,99,99,99,99
SouthlandTale,Southland Tale,0,3,3,99,99,99,99
SouthPacific,South Pacific,0,5,3,99,99,99,99
SpaceStation76,Space Station 76,0,5,4,99,99,99,99
SpaceWarriors,Space Warriors,0,5,4,99,99,99,99
SpecialDelivery,Special Delivery,0,5,2,99,99,99,99
Species,Species,0,5,2,99,99,99,99
Species2,Species 2,0,5,2,99,99,99,99
Species3,Species 3,0,5,3,99,99,99,99
Spectre,Spectre,0,5,4,99,99,99,99
SpeedwayJunky,Speedway Junky,0,5,2,99,99,99,99
SPF18,SPF-18,0,5,4,99,99,99,99
SpiderManHomecoming,Spider-Man: Homecoming,0,5,4,99,99,99,99
Splash,Splash,0,5,1,99,99,99,99
Splice,Splice,0,5,3,99,99,99,99
SpyKids3GameOver,Spy Kids 3 Game Over,0,5,3,99,99,99,99
StandingStill,Standing Still,0,5,3,99,99,99,99
Standoff,Standoff,0,5,2,99,99,99,99
StandUpGuys,Stand Up Guys,0,5,4,99,99,99,99
StarForceSoldier,Star Force Soldier,0,5,2,99,99,99,99
StarkRavingMad,Stark Raving Mad,0,5,3,99,99,99,99
StarToursTheAdventuresContinue,Star Tours: The Adventures Continue,0,5,4,99,99,99,99
StarWarsTheForceAwakens,Star Wars: Episode VII - The Force Awakens,0,5,4,99,99,99,99
StarWarsTheLastJedi,Star Wars: Episode VIII - The Last Jedi,0,5,4,99,99,99,99
StatesEvidence,State's Evidence,0,5,3,99,99,99,99
StealMe,Steal Me,0,5,3,99,99,99,99
SteelMagnolias,Steel Magnolias,0,5,1,99,99,99,99
Stoker,Stoker,0,5,4,99,99,99,99
StormSeekers,Storm Seekers,0,5,3,99,99,99,99
StraightUp,Straight Up,0,5,2,99,99,99,99
StrangeHearts,Strange Hearts,0,5,3,99,99,99,99
Strangers,Strangers,0,5,2,99,99,99,99
Stratton,Stratton,0,5,4,99,99,99,99
StreetsOfEastLA,Streets of East L.A.,0,5,4,99,99,99,99
Stripes,Stripes,0,5,1,99,99,99,99
StrippersVsWerewolves,Strippers vs Werewolves,0,5,4,99,99,99,99
StTrinians,St. Trinians,0,5,3,99,99,99,99
SubkoffTara,Tara Subkoff ,1,99,99,1,3,7,1
